,data,labels,group,generalisation
536,can i ask you all different types of questions,what_can_i_ask_you,validation,ID
537,can you answer all types of questions,what_can_i_ask_you,validation,ID
538,what topics can you answer questions on,what_can_i_ask_you,validation,ID
539,what kind of questions can you answer,what_can_i_ask_you,validation,ID
540,i do not have that information,maybe,validation,ID
541,i can't give you an answer to that,maybe,validation,ID
542,i do not know the answer to that,maybe,validation,ID
543,perhaps,maybe,validation,ID
544,possibly either one,maybe,validation,ID
545,i don't have any idea,maybe,validation,ID
546,can't say,maybe,validation,ID
547,i couldn't say either could be possible,maybe,validation,ID
548,which one i don't know either i guess,maybe,validation,ID
549,i just don't know,maybe,validation,ID
550,don't have any idea,maybe,validation,ID
551,i couldn't say,maybe,validation,ID
552,i don't know the anwser,maybe,validation,ID
553,couldn't tell you,maybe,validation,ID
554,either i am not sure,maybe,validation,ID
555,either of them could be i'm not sure,maybe,validation,ID
556,don't know,maybe,validation,ID
557,idk,maybe,validation,ID
558,i don't have an answer for that,maybe,validation,ID
559,maybe it does,maybe,validation,ID
560,procedure to change oil in car,oil_change_how,validation,ID
561,way to change car oil,oil_change_how,validation,ID
562,how to change oil of a car,oil_change_how,validation,ID
563,how can i change car oil,oil_change_how,validation,ID
564,"i want to know how to change oil, tell me the steps one at a time while i work through it",oil_change_how,validation,ID
565,find step by step instructions on how to change my oil,oil_change_how,validation,ID
566,how do i change oil on a car,oil_change_how,validation,ID
567,where can i find a page showing my how to change my oil,oil_change_how,validation,ID
568,what weight oil do i need and how do i change the oil for my chevy truck,oil_change_how,validation,ID
569,what kind of oil do i need for my ford truck and how can i change it,oil_change_how,validation,ID
570,what kind of oil and how much do i need for my toyota tacoma truck and how do i do it,oil_change_how,validation,ID
571,i need to know how to change my oil and what kind of oil for a 2007 trailblazer,oil_change_how,validation,ID
572,what oil do i need for my honda crv and how do i change it,oil_change_how,validation,ID
573,"i need a tutorial to learn how to change my oil, please",oil_change_how,validation,ID
574,what steps do i need to follow to change the oil in my car,oil_change_how,validation,ID
575,can you get me simple instructions on how to do an oil change,oil_change_how,validation,ID
576,i want to figure out how to do an oil change on my car,oil_change_how,validation,ID
577,can you teach me to change my oil,oil_change_how,validation,ID
578,can you tell me how to change my oil,oil_change_how,validation,ID
579,can you find some instructions on how to change my oil,oil_change_how,validation,ID
580,please reserve a table for 2 at lucky's under the name melissa at 7 pm,restaurant_reservation,validation,ID
581,i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm,restaurant_reservation,validation,ID
582,help me reserve a table for 3 at lucky's under the name crystal at 8 pm,restaurant_reservation,validation,ID
583,would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm,restaurant_reservation,validation,ID
584,could you please reserve a table for 6 at lucille's under the name tom at 5pm,restaurant_reservation,validation,ID
585,is there a reservation available at ruth chris today,restaurant_reservation,validation,ID
586,are there 8pm tables available at texas roadhouse,restaurant_reservation,validation,ID
587,book a reservation for 3 at xenophobe under the name zebee,restaurant_reservation,validation,ID
588,i need to book a reservation for 3 at xenophobe under the name zebee,restaurant_reservation,validation,ID
589,book 3 under the name zebee at xenophobe,restaurant_reservation,validation,ID
590,what reservations are available for 3 people at the xenophobe,restaurant_reservation,validation,ID
591,under the name zebee book a reservation at the xenophobe for 3,restaurant_reservation,validation,ID
592,use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm,restaurant_reservation,validation,ID
593,make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse,restaurant_reservation,validation,ID
594,reserve a table for 3 at andrea's steakhouse around 5pm under the name wheeler,restaurant_reservation,validation,ID
595,i need a table for 3 at 5pm at andrea's steakhouse under wheeler,restaurant_reservation,validation,ID
596,reserve a table for 3 under the name wheeler at andrea's steakhouse for 5pm,restaurant_reservation,validation,ID
597,book room for me and her under the name kendra,restaurant_reservation,validation,ID
598,allow me to turn on the lights,restaurant_reservation,validation,ID
599,make me a reservation for 5 people at village tavern for the calloways,restaurant_reservation,validation,ID
600,do i have more than $100 in my pnc account,balance,validation,ID
601,what's my pnc balance,balance,validation,ID
602,how much is in my pnc account,balance,validation,ID
603,how much money do i have in my pnc account,balance,validation,ID
604,what is the balance in my pnc account,balance,validation,ID
605,can i get beer within my deposit account,balance,validation,ID
606,is there enough in my savings account to get a new tv,balance,validation,ID
607,could be there be a good amount of money in my checking account to go on a vacation,balance,validation,ID
608,can i afford a new tv from my savings account,balance,validation,ID
609,will i have enough to get a new roku with my savings account,balance,validation,ID
610,do you think i have enough money in my chase account for a new pair of sneakers,balance,validation,ID
611,i hope i have enough money in my chase account to buy new clothes,balance,validation,ID
612,i am not sure if i have enough money in my chase account to buy a new dress,balance,validation,ID
613,i wonder if i have enough money in my chase account for a bike,balance,validation,ID
614,i keep trying to figure out if i have enough money in my chase account to purchase a new set of tires,balance,validation,ID
615,please tell me how much money i have in my bank accounts,balance,validation,ID
616,i need to know how much money i have in all of my bank accounts,balance,validation,ID
617,how much money is in all of my bank accounts,balance,validation,ID
618,how much money is in my bank accounts,balance,validation,ID
